[2022-05-13 13:52:19,035] ERROR: hello
[2022-06-01 15:11:15,938]     INFO Processing #60/74
[2022-06-01 15:11:19,159]     INFO Processing #64/74
[2022-06-01 15:11:21,075]     INFO Processing #68/74
[2022-06-01 15:11:24,454]     INFO Processing #72/74
[2022-06-01 15:11:39,580]     INFO Processing #4/8
[2022-06-01 15:11:41,856]     INFO Processing #8/8
[2022-06-01 15:11:46,890]     INFO Processing #4/74
[2022-06-01 15:11:50,324]     INFO Processing #8/74
[2022-06-01 15:11:52,208]     INFO Processing #12/74
[2022-06-01 15:11:54,457]     INFO Processing #16/74
[2022-06-01 15:11:57,541]     INFO Processing #20/74
[2022-06-01 15:12:00,839]     INFO Processing #24/74
[2022-06-01 15:12:03,326]     INFO Processing #28/74
[2022-06-01 15:12:07,809]     INFO Processing #32/74
[2022-06-01 15:12:09,960]     INFO Processing #36/74
[2022-06-01 15:12:11,528]     INFO Processing #40/74
[2022-06-01 15:12:14,290]     INFO Processing #44/74
[2022-06-01 15:12:16,255]     INFO Processing #48/74
[2022-06-01 15:12:18,251]     INFO Processing #52/74
[2022-06-01 15:12:20,679]     INFO Processing #56/74
[2022-06-01 15:12:23,527]     INFO Processing #60/74
[2022-06-01 15:12:25,669]     INFO Processing #64/74
[2022-06-01 15:12:28,454]     INFO Processing #68/74
[2022-06-01 15:12:31,151]     INFO Processing #72/74
[2022-06-01 15:12:38,023]     INFO Processing #4/74
[2022-06-01 15:12:40,838]     INFO Processing #8/74
[2022-06-01 15:12:42,852]     INFO Processing #12/74
[2022-06-01 15:12:46,253]     INFO Processing #16/74
[2022-06-01 15:12:51,042]     INFO Processing #20/74
[2022-06-01 15:12:53,962]     INFO Processing #24/74
[2022-06-01 15:12:57,478]     INFO Processing #28/74
[2022-06-01 15:12:59,560]     INFO Processing #32/74
[2022-06-01 15:13:04,449]     INFO Processing #36/74
[2022-06-01 15:13:07,249]     INFO Processing #40/74
[2022-06-01 15:13:09,322]     INFO Processing #44/74
[2022-06-01 15:13:12,870]     INFO Processing #48/74
[2022-06-01 15:13:16,048]     INFO Processing #52/74
[2022-06-01 15:13:19,493]     INFO Processing #56/74
[2022-06-01 15:13:22,657]     INFO Processing #60/74
[2022-06-01 15:13:25,404]     INFO Processing #64/74
[2022-06-01 15:13:27,557]     INFO Processing #68/74
[2022-06-01 15:13:30,981]     INFO Processing #72/74
[2022-06-01 15:13:46,780]     INFO Processing #4/57
[2022-06-01 15:13:49,906]     INFO Processing #8/57
[2022-06-01 15:13:51,650]     INFO Processing #12/57
[2022-06-01 15:13:54,039]     INFO Processing #16/57
[2022-06-01 15:13:55,746]     INFO Processing #20/57
[2022-06-01 15:13:57,644]     INFO Processing #24/57
[2022-06-01 15:14:00,234]     INFO Processing #28/57
[2022-06-01 15:14:01,999]     INFO Processing #32/57
[2022-06-01 15:14:04,383]     INFO Processing #36/57
[2022-06-01 15:14:06,991]     INFO Processing #40/57
[2022-06-01 15:14:09,792]     INFO Processing #44/57
[2022-06-01 15:14:12,602]     INFO Processing #48/57
[2022-06-01 15:14:15,730]     INFO Processing #52/57
[2022-06-01 15:14:18,177]     INFO Processing #56/57
[2022-06-01 15:14:23,113]     INFO Processing #4/54
[2022-06-01 15:14:25,472]     INFO Processing #8/54
[2022-06-01 15:14:28,320]     INFO Processing #12/54
[2022-06-01 15:14:31,785]     INFO Processing #16/54
[2022-06-01 15:14:34,117]     INFO Processing #20/54
[2022-06-01 15:14:37,716]     INFO Processing #24/54
[2022-06-01 15:14:40,086]     INFO Processing #28/54
[2022-06-01 15:14:42,692]     INFO Processing #32/54
[2022-06-01 15:14:44,592]     INFO Processing #36/54
[2022-06-01 15:14:47,225]     INFO Processing #40/54
[2022-06-01 15:14:52,467]     INFO Processing #44/54
[2022-06-01 15:14:59,063]     INFO Processing #48/54
[2022-06-01 15:15:01,673]     INFO Processing #52/54
[2022-06-01 15:15:08,292]     INFO No further results available - stopping execution
[2022-06-01 15:15:15,234]     INFO Processing #4/13
[2022-06-01 15:15:18,099]     INFO Processing #8/13
[2022-06-01 15:15:20,522]     INFO Processing #12/13
[2022-06-01 15:15:27,864]     INFO Processing #4/51
[2022-06-01 15:15:30,426]     INFO Processing #8/51
[2022-06-01 15:15:32,550]     INFO Processing #12/51
[2022-06-01 15:15:34,858]     INFO Processing #16/51
[2022-06-01 15:15:37,272]     INFO Processing #20/51
[2022-06-01 15:15:39,521]     INFO Processing #24/51
[2022-06-01 15:15:41,771]     INFO Processing #28/51
[2022-06-01 15:15:45,431]     INFO Processing #32/51
[2022-06-01 15:15:47,743]     INFO Processing #36/51
[2022-06-01 15:15:51,276]     INFO Processing #40/51
[2022-06-01 15:15:53,720]     INFO Processing #44/51
[2022-06-01 15:15:57,091]     INFO Processing #48/51
[2022-06-01 15:16:03,908]     INFO Processing #4/17
[2022-06-01 15:16:05,899]     INFO Processing #8/17
[2022-06-01 15:16:07,793]     INFO Processing #12/17
[2022-06-01 15:16:10,718]     INFO Processing #16/17
[2022-06-01 15:16:18,232]     INFO Processing #4/74
[2022-06-01 15:16:20,672]     INFO Processing #8/74
[2022-06-01 15:16:23,824]     INFO Processing #12/74
[2022-06-01 15:16:26,183]     INFO Processing #16/74
[2022-06-01 15:16:30,006]     INFO Processing #20/74
[2022-06-01 15:16:34,205]     INFO Processing #24/74
[2022-06-01 15:16:38,108]     INFO Processing #28/74
[2022-06-01 15:16:42,279]     INFO Processing #32/74
[2022-06-01 15:16:46,186]     INFO Processing #36/74
[2022-06-01 15:16:48,469]     INFO Processing #40/74
[2022-06-01 15:16:51,870]     INFO Processing #44/74
[2022-06-01 15:16:54,393]     INFO Processing #48/74
[2022-06-01 15:16:57,749]     INFO Processing #52/74
[2022-06-01 15:17:01,521]     INFO Processing #56/74
[2022-06-01 15:17:05,058]     INFO Processing #60/74
[2022-06-01 15:17:07,361]     INFO Processing #64/74
[2022-06-01 15:17:10,347]     INFO Processing #68/74
[2022-06-01 15:17:13,411]     INFO Processing #72/74
[2022-06-01 15:17:23,177]     INFO Processing #4/15
[2022-06-01 15:17:26,243]     INFO Processing #8/15
[2022-06-01 15:17:29,222]     INFO Processing #12/15
[2022-06-01 15:17:35,010]     INFO Processing #4/58
[2022-06-01 15:17:37,514]     INFO Processing #8/58
[2022-06-01 15:17:39,042]     INFO Processing #12/58
[2022-06-01 15:17:41,623]     INFO Processing #16/58
[2022-06-01 15:17:44,908]     INFO Processing #20/58
[2022-06-01 15:17:49,465]     INFO Processing #24/58
[2022-06-01 15:17:53,707]     INFO Processing #28/58
[2022-06-01 15:17:57,818]     INFO Processing #32/58
[2022-06-01 15:18:02,628]     INFO Processing #36/58
[2022-06-01 15:18:05,923]     INFO Processing #40/58
[2022-06-01 15:18:08,158]     INFO Processing #44/58
[2022-06-01 15:18:11,331]     INFO Processing #48/58
[2022-06-01 15:18:15,137]     INFO Processing #52/58
[2022-06-01 15:18:18,683]     INFO Processing #56/58
[2022-06-01 15:18:27,322]     INFO Processing #4/69
[2022-06-01 15:18:29,383]     INFO Processing #8/69
[2022-06-01 15:18:32,425]     INFO Processing #12/69
[2022-06-01 15:18:35,188]     INFO Processing #16/69
[2022-06-01 15:18:38,656]     INFO Processing #20/69
[2022-06-01 15:18:40,419]     INFO Processing #24/69
[2022-06-01 15:18:43,425]     INFO Processing #28/69
[2022-06-01 15:18:45,369]     INFO Processing #32/69
[2022-06-01 15:18:48,874]     INFO Processing #36/69
[2022-06-01 15:18:52,489]     INFO Processing #40/69
[2022-06-01 16:27:48,792]     INFO 
Traceback (most recent call last):
  File "test.py", line 46, in <module>
    driver_sess = Session(sources=[WileyArticlePageRequester])
  File "/home/gravy/Dropbox/code/syllabus/tsutils/tsutils/scrape/session.py", line 43, in __init__
    self.sources = [x() for x in sources]
  File "/home/gravy/Dropbox/code/syllabus/tsutils/tsutils/scrape/session.py", line 43, in <listcomp>
    self.sources = [x() for x in sources]
  File "/home/gravy/Dropbox/code/syllabus/tsutils/tsutils/scrape/source.py", line 198, in __init__
    self._settings.update(  # These are required to hold a session open
AttributeError: 'WileyArticlePageRequester' object has no attribute '_settings'
[2022-06-01 16:28:20,682]     INFO Detected a Cloudflare version 2 challenge, This feature is not available in the opensource (free) version. raised and ignored while processing item
[2022-06-01 16:28:22,035]     INFO Detected a Cloudflare version 2 challenge, This feature is not available in the opensource (free) version. raised and ignored while processing item
[2022-06-01 16:28:22,035]     INFO Processing #2/1526
[2022-06-01 16:28:23,217]     INFO Detected a Cloudflare version 2 challenge, This feature is not available in the opensource (free) version. raised and ignored while processing item
[2022-06-01 16:28:24,399]     INFO Detected a Cloudflare version 2 challenge, This feature is not available in the opensource (free) version. raised and ignored while processing item
[2022-06-01 16:28:24,400]     INFO Processing #4/1526
[2022-06-01 16:28:25,611]     INFO Detected a Cloudflare version 2 challenge, This feature is not available in the opensource (free) version. raised and ignored while processing item
[2022-06-01 16:28:26,769]     INFO Detected a Cloudflare version 2 challenge, This feature is not available in the opensource (free) version. raised and ignored while processing item
[2022-06-01 16:28:26,770]     INFO Processing #6/1526
[2022-06-01 16:28:27,929]     INFO Detected a Cloudflare version 2 challenge, This feature is not available in the opensource (free) version. raised and ignored while processing item
[2022-06-01 16:28:28,694]     INFO Processing #8/1526
[2022-06-01 16:29:09,769]     INFO Detected a Cloudflare version 2 challenge, This feature is not available in the opensource (free) version. raised and ignored while processing item
[2022-06-01 16:29:10,973]     INFO Detected a Cloudflare version 2 challenge, This feature is not available in the opensource (free) version. raised and ignored while processing item
[2022-06-01 16:29:10,974]     INFO Processing #2/1526
[2022-06-01 16:29:12,145]     INFO Detected a Cloudflare version 2 challenge, This feature is not available in the opensource (free) version. raised and ignored while processing item
[2022-06-01 16:29:13,363]     INFO Detected a Cloudflare version 2 challenge, This feature is not available in the opensource (free) version. raised and ignored while processing item
[2022-06-01 16:29:13,364]     INFO Processing #4/1526
[2022-06-01 16:30:26,313]     INFO Processing #2/1526
[2022-06-01 16:30:28,693]     INFO Processing #4/1526
[2022-06-01 16:30:30,359]     INFO Processing #6/1526
[2022-06-01 16:32:26,892]     INFO Detected a Cloudflare version 2 challenge, This feature is not available in the opensource (free) version.
[2022-06-01 16:32:28,145]     INFO Detected a Cloudflare version 2 challenge, This feature is not available in the opensource (free) version.
[2022-06-01 16:32:28,146]     INFO Processing #2/1526
[2022-06-01 16:32:29,461]     INFO Detected a Cloudflare version 2 challenge, This feature is not available in the opensource (free) version.
[2022-06-01 16:32:30,637]     INFO Detected a Cloudflare version 2 challenge, This feature is not available in the opensource (free) version.
[2022-06-01 16:32:30,638]     INFO Processing #4/1526
[2022-06-01 16:32:31,809]     INFO Detected a Cloudflare version 2 challenge, This feature is not available in the opensource (free) version.
[2022-06-01 16:32:32,978]     INFO Detected a Cloudflare version 2 challenge, This feature is not available in the opensource (free) version.
[2022-06-01 16:32:32,979]     INFO Processing #6/1526
[2022-06-01 16:56:34,133]     INFO Configuring defensive HTML source session
[2022-06-01 16:56:37,598]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 16:56:37,605]     INFO _parse_response() missing 1 required positional argument: 'ad_fields' raised and ignored while processing item
[2022-06-01 16:56:37,605]     INFO Configuring defensive HTML source session
[2022-06-01 16:56:37,605]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 16:56:37,605]     INFO _parse_response() missing 1 required positional argument: 'ad_fields' raised and ignored while processing item
[2022-06-01 16:56:37,605]     INFO Processing #2/5
[2022-06-01 16:56:37,605]     INFO Configuring defensive HTML source session
[2022-06-01 16:56:37,606]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 16:56:37,606]     INFO _parse_response() missing 1 required positional argument: 'ad_fields' raised and ignored while processing item
[2022-06-01 16:56:37,606]     INFO Configuring defensive HTML source session
[2022-06-01 16:56:37,606]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 16:56:37,606]     INFO _parse_response() missing 1 required positional argument: 'ad_fields' raised and ignored while processing item
[2022-06-01 16:56:37,607]     INFO Processing #4/5
[2022-06-01 16:56:37,607]     INFO Configuring defensive HTML source session
[2022-06-01 16:56:37,607]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 16:56:37,607]     INFO _parse_response() missing 1 required positional argument: 'ad_fields' raised and ignored while processing item
[2022-06-01 16:58:02,340]     INFO Configuring defensive HTML source session
[2022-06-01 16:58:04,609]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 16:58:04,610]     INFO 'NoneType' object has no attribute 'dom' raised and ignored while processing item
[2022-06-01 16:58:04,610]     INFO Configuring defensive HTML source session
[2022-06-01 16:58:04,610]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 16:58:04,611]     INFO 'NoneType' object has no attribute 'dom' raised and ignored while processing item
[2022-06-01 16:58:04,611]     INFO Processing #2/5
[2022-06-01 16:58:04,611]     INFO Configuring defensive HTML source session
[2022-06-01 16:58:04,611]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 16:58:04,611]     INFO 'NoneType' object has no attribute 'dom' raised and ignored while processing item
[2022-06-01 16:58:04,612]     INFO Configuring defensive HTML source session
[2022-06-01 16:58:04,612]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 16:58:04,612]     INFO 'NoneType' object has no attribute 'dom' raised and ignored while processing item
[2022-06-01 16:58:04,612]     INFO Processing #4/5
[2022-06-01 16:58:04,612]     INFO Configuring defensive HTML source session
[2022-06-01 16:58:04,613]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 16:58:04,613]     INFO 'NoneType' object has no attribute 'dom' raised and ignored while processing item
[2022-06-01 16:58:33,714]     INFO Configuring defensive HTML source session
[2022-06-01 16:58:35,436]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 16:58:35,437]     INFO 'NoneType' object has no attribute 'dom' raised and ignored while processing item
[2022-06-01 16:58:35,437]     INFO Configuring defensive HTML source session
[2022-06-01 16:58:35,437]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 16:58:35,438]     INFO 'NoneType' object has no attribute 'dom' raised and ignored while processing item
[2022-06-01 16:58:35,438]     INFO Processing #2/5
[2022-06-01 16:58:35,438]     INFO Configuring defensive HTML source session
[2022-06-01 16:58:35,438]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 16:58:35,439]     INFO 'NoneType' object has no attribute 'dom' raised and ignored while processing item
[2022-06-01 16:58:35,439]     INFO Configuring defensive HTML source session
[2022-06-01 16:58:35,439]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 16:58:35,439]     INFO 'NoneType' object has no attribute 'dom' raised and ignored while processing item
[2022-06-01 16:58:35,439]     INFO Processing #4/5
[2022-06-01 16:58:35,439]     INFO Configuring defensive HTML source session
[2022-06-01 16:58:35,440]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 16:58:35,440]     INFO 'NoneType' object has no attribute 'dom' raised and ignored while processing item
[2022-06-01 16:59:11,514]     INFO Configuring defensive HTML source session
[2022-06-01 16:59:14,761]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 16:59:14,762]     INFO 'NoneType' object has no attribute 'dom' raised and ignored while processing item
[2022-06-01 16:59:14,763]     INFO Configuring defensive HTML source session
[2022-06-01 16:59:14,763]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 16:59:14,764]     INFO 'NoneType' object has no attribute 'dom' raised and ignored while processing item
[2022-06-01 16:59:14,764]     INFO Processing #2/5
[2022-06-01 16:59:14,765]     INFO Configuring defensive HTML source session
[2022-06-01 16:59:14,765]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 16:59:14,765]     INFO 'NoneType' object has no attribute 'dom' raised and ignored while processing item
[2022-06-01 16:59:14,766]     INFO Configuring defensive HTML source session
[2022-06-01 16:59:14,766]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 16:59:14,766]     INFO 'NoneType' object has no attribute 'dom' raised and ignored while processing item
[2022-06-01 16:59:14,767]     INFO Processing #4/5
[2022-06-01 16:59:14,767]     INFO Configuring defensive HTML source session
[2022-06-01 16:59:14,767]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 16:59:14,768]     INFO 'NoneType' object has no attribute 'dom' raised and ignored while processing item
[2022-06-01 17:01:20,149]     INFO Configuring defensive HTML source session
[2022-06-01 17:01:22,912]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 17:01:22,914]     INFO Configuring defensive HTML source session
[2022-06-01 17:01:22,915]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 17:01:22,917]     INFO Processing #2/5
[2022-06-01 17:01:22,918]     INFO Configuring defensive HTML source session
[2022-06-01 17:01:22,919]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 17:01:22,921]     INFO Configuring defensive HTML source session
[2022-06-01 17:01:22,923]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 17:01:22,930]     INFO Processing #4/5
[2022-06-01 17:01:22,933]     INFO Configuring defensive HTML source session
[2022-06-01 17:01:22,935]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 17:01:58,851]     INFO Configuring defensive HTML source session
[2022-06-01 17:02:42,546]     INFO Configuring defensive HTML source session
[2022-06-01 17:02:42,546]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 17:02:42,546]     INFO Processing #2/5
[2022-06-01 17:02:42,547]     INFO Configuring defensive HTML source session
[2022-06-01 17:02:42,547]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 17:02:42,547]     INFO Configuring defensive HTML source session
[2022-06-01 17:02:42,547]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 17:02:42,548]     INFO Processing #4/5
[2022-06-01 17:02:42,548]     INFO Configuring defensive HTML source session
[2022-06-01 17:02:42,548]     ERROR Cannot start mismatched Driver instance... CRITICAL - QUITTING
[2022-06-01 17:03:31,965]     INFO Configuring defensive HTML source session
[2022-06-01 17:03:43,308]     INFO Configuring defensive HTML source session
[2022-06-01 17:03:53,647]     INFO Processing #2/5
[2022-06-01 17:03:53,648]     INFO Configuring defensive HTML source session
[2022-06-01 17:03:58,541]     INFO Configuring defensive HTML source session
[2022-06-01 17:03:59,332]     INFO Processing #4/5
[2022-06-01 17:03:59,332]     INFO Configuring defensive HTML source session
[2022-06-01 17:13:13,710]     INFO Configuring defensive HTML source session
[2022-06-01 17:13:16,269]     INFO Configuring defensive HTML source session
[2022-06-01 17:13:17,678]     INFO Processing #2/5
[2022-06-01 17:13:17,679]     INFO Configuring defensive HTML source session
[2022-06-01 17:13:19,044]     INFO Configuring defensive HTML source session
[2022-06-01 17:13:19,568]     INFO Processing #4/5
[2022-06-01 17:13:19,568]     INFO Configuring defensive HTML source session
[2022-06-01 17:14:41,205]     INFO Configuring defensive HTML source session
[2022-06-01 17:14:58,811]     ERROR Driver initialisation failed - 'Chrome' object has no attribute '_host'
[2022-06-01 17:15:12,622]     INFO Configuring defensive HTML source session
[2022-06-01 17:15:13,869]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 17:15:13,871]     INFO Processing #2/5
[2022-06-01 17:15:13,871]     INFO Configuring defensive HTML source session
[2022-06-01 17:15:14,423]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 17:15:14,430]     INFO Configuring defensive HTML source session
[2022-06-01 17:15:14,678]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 17:15:14,680]     INFO Processing #4/5
[2022-06-01 17:15:14,859]     INFO Configuring defensive HTML source session
[2022-06-01 17:15:15,023]     INFO local variable 'resp' referenced before assignment raised and ignored while processing item
[2022-06-01 17:16:29,633]     INFO Configuring defensive HTML source session
[2022-06-01 17:19:58,692]     INFO Configuring defensive HTML source session
[2022-06-01 17:21:23,185]     INFO Processing #2/5
[2022-06-01 17:21:51,730]     INFO Processing #4/5
[2022-06-01 17:22:08,102]     INFO Configuring defensive HTML source session
[2022-06-01 17:22:15,953]     INFO Processing #2/5
[2022-06-01 17:22:17,099]     INFO Processing #4/5
[2022-06-01 17:26:38,235]     INFO Configuring defensive HTML source session
[2022-06-01 17:26:47,118]     INFO Processing #2/200
[2022-06-01 17:26:48,733]     INFO Processing #4/200
[2022-06-01 17:26:50,353]     INFO Processing #6/200
[2022-06-01 17:26:51,717]     INFO Processing #8/200
[2022-06-01 17:26:53,335]     INFO Processing #10/200
[2022-06-01 17:26:54,688]     INFO Processing #12/200
[2022-06-01 17:26:56,207]     INFO Processing #14/200
[2022-06-01 17:26:57,600]     INFO Processing #16/200
[2022-06-01 17:26:59,370]     INFO Processing #18/200
[2022-06-01 17:27:01,620]     INFO Processing #20/200
[2022-06-01 17:27:03,611]     INFO Processing #22/200
[2022-06-01 17:27:05,186]     INFO Processing #24/200
[2022-06-01 17:27:06,919]     INFO Processing #26/200
[2022-06-01 17:27:08,453]     INFO Processing #28/200
[2022-06-01 17:27:10,887]     INFO Processing #30/200
[2022-06-01 17:27:12,587]     INFO Processing #32/200
[2022-06-01 17:27:14,606]     INFO Processing #34/200
[2022-06-01 17:27:16,783]     INFO Processing #36/200
[2022-06-01 17:27:18,473]     INFO Processing #38/200
[2022-06-01 17:27:19,698]     INFO Processing #40/200
[2022-06-01 17:27:21,427]     INFO Processing #42/200
[2022-06-01 17:27:24,547]     INFO Processing #44/200
[2022-06-01 17:27:27,009]     INFO Processing #46/200
[2022-06-01 17:27:30,711]     INFO Processing #48/200
[2022-06-01 17:27:32,634]     INFO Processing #50/200
[2022-06-01 17:27:34,364]     INFO Processing #52/200
[2022-06-01 17:27:35,805]     INFO Processing #54/200
[2022-06-01 17:27:37,372]     INFO Processing #56/200
[2022-06-01 17:27:39,112]     INFO Processing #58/200
[2022-06-01 17:27:40,350]     INFO Processing #60/200
[2022-06-01 17:27:42,189]     INFO Processing #62/200
[2022-06-01 17:27:43,708]     INFO Processing #64/200
[2022-06-01 17:27:45,683]     INFO Processing #66/200
[2022-06-01 17:27:47,043]     INFO Processing #68/200
[2022-06-01 17:27:48,645]     INFO Processing #70/200
[2022-06-01 17:27:50,102]     INFO Processing #72/200
[2022-06-01 17:27:51,424]     INFO Processing #74/200
[2022-06-01 17:27:54,119]     INFO Processing #76/200
[2022-06-01 17:27:55,594]     INFO Processing #78/200
[2022-06-01 17:27:58,753]     INFO Processing #80/200
[2022-06-01 17:28:01,907]     INFO Processing #82/200
[2022-06-01 17:28:04,662]     INFO Processing #84/200
[2022-06-01 17:28:07,404]     INFO Processing #86/200
[2022-06-01 17:28:09,937]     INFO Processing #88/200
[2022-06-01 17:28:11,981]     INFO Processing #90/200
[2022-06-01 17:28:15,129]     INFO Processing #92/200
[2022-06-01 17:28:17,777]     INFO Processing #94/200
[2022-06-01 17:28:19,318]     INFO Processing #96/200
[2022-06-01 17:28:22,409]     INFO Processing #98/200
[2022-06-01 17:28:24,132]     INFO Processing #100/200
[2022-06-01 17:28:25,751]     INFO Processing #102/200
[2022-06-01 17:28:27,564]     INFO Processing #104/200
[2022-06-01 17:28:29,016]     INFO Processing #106/200
[2022-06-01 17:28:30,511]     INFO Processing #108/200
[2022-06-01 17:28:31,931]     INFO Processing #110/200
[2022-06-01 17:28:33,632]     INFO Processing #112/200
[2022-06-01 17:28:36,317]     INFO Processing #114/200
[2022-06-01 17:28:38,009]     INFO Processing #116/200
[2022-06-01 17:28:40,110]     INFO Processing #118/200
[2022-06-01 17:28:41,768]     INFO Processing #120/200
[2022-06-01 17:28:43,265]     INFO Processing #122/200
[2022-06-01 17:28:45,592]     INFO Processing #124/200
[2022-06-01 17:28:47,240]     INFO Processing #126/200
[2022-06-01 17:28:49,018]     INFO Processing #128/200
[2022-06-01 17:28:50,563]     INFO Processing #130/200
[2022-06-01 17:28:52,663]     INFO Processing #132/200
[2022-06-01 17:28:56,852]     INFO Processing #134/200
[2022-06-01 17:28:58,375]     INFO Processing #136/200
[2022-06-01 17:29:06,967]     INFO Processing #138/200
[2022-06-01 17:29:10,808]     INFO Processing #140/200
[2022-06-01 17:29:13,761]     INFO Processing #142/200
[2022-06-01 17:29:15,409]     INFO Processing #144/200
[2022-06-01 17:29:17,852]     INFO Processing #146/200
[2022-06-01 17:29:19,525]     INFO Processing #148/200
[2022-06-01 17:29:21,752]     INFO Processing #150/200
[2022-06-01 17:29:23,116]     INFO Processing #152/200
[2022-06-01 17:29:24,265]     INFO Processing #154/200
[2022-06-01 17:29:26,364]     INFO Processing #156/200
[2022-06-01 17:29:27,746]     INFO Processing #158/200
[2022-06-01 17:29:29,568]     INFO Processing #160/200
[2022-06-01 17:29:31,117]     INFO Processing #162/200
[2022-06-01 17:29:32,965]     INFO Processing #164/200
[2022-06-01 17:29:34,725]     INFO Processing #166/200
[2022-06-01 17:29:36,387]     INFO Processing #168/200
[2022-06-01 17:29:38,298]     INFO Processing #170/200
[2022-06-01 17:29:39,924]     INFO Processing #172/200
[2022-06-01 17:29:41,601]     INFO Processing #174/200
[2022-06-01 17:29:43,656]     INFO Processing #176/200
[2022-06-01 17:29:46,111]     INFO Processing #178/200
[2022-06-01 17:29:47,720]     INFO Processing #180/200
[2022-06-01 17:29:49,633]     INFO Processing #182/200
[2022-06-01 17:29:51,909]     INFO Processing #184/200
[2022-06-01 17:29:53,342]     INFO Processing #186/200
[2022-06-01 17:29:54,933]     INFO Processing #188/200
[2022-06-01 17:29:56,432]     INFO Processing #190/200
[2022-06-01 17:29:58,508]     INFO Processing #192/200
[2022-06-01 17:29:59,521]     INFO Processing #194/200
[2022-06-01 17:30:01,384]     INFO Processing #196/200
[2022-06-01 17:30:03,545]     INFO Processing #198/200
[2022-06-01 17:30:05,339]     INFO Processing #200/200
[2022-06-01 18:33:41,855]     INFO No further results available - stopping execution
[2022-06-01 18:33:44,569]     INFO No further results available - stopping execution
[2022-06-01 18:33:48,199]     INFO Processing #4/74
[2022-06-01 18:33:49,580]     INFO Processing #8/74
[2022-06-01 18:33:52,309]     INFO Processing #12/74
[2022-06-01 18:33:53,504]     INFO Processing #16/74
[2022-06-01 18:33:55,553]     INFO Processing #20/74
[2022-06-01 18:33:57,809]     INFO Processing #24/74
[2022-06-01 18:33:59,409]     INFO Processing #28/74
[2022-06-01 18:34:01,512]     INFO Processing #32/74
[2022-06-01 18:34:03,040]     INFO Processing #36/74
[2022-06-01 18:34:04,467]     INFO Processing #40/74
[2022-06-01 18:34:06,145]     INFO Processing #44/74
[2022-06-01 18:34:08,678]     INFO Processing #48/74
[2022-06-01 18:34:10,132]     INFO Processing #52/74
[2022-06-01 18:34:11,500]     INFO Processing #56/74
[2022-06-01 18:34:13,890]     INFO Processing #60/74
[2022-06-01 18:34:15,325]     INFO Processing #64/74
[2022-06-01 18:34:16,806]     INFO Processing #68/74
[2022-06-01 18:34:18,720]     INFO Processing #72/74
[2022-06-01 18:34:23,579]     INFO Processing #4/74
[2022-06-01 18:34:25,140]     INFO Processing #8/74
[2022-06-01 18:34:26,452]     INFO Processing #12/74
[2022-06-01 18:34:29,254]     INFO Processing #16/74
[2022-06-01 18:34:30,833]     INFO Processing #20/74
[2022-06-01 18:34:32,548]     INFO Processing #24/74
[2022-06-01 18:34:34,373]     INFO Processing #28/74
[2022-06-01 18:34:35,778]     INFO Processing #32/74
